time,value
1.016,0.01003617148512146
1.02,0.012533323356430419
1.024,0.01502255891207572
1.028,0.017502305897527555
1.032,0.019970998051440675
1.036,0.022427076094938114
1.04,0.024868988716485494
1.044,0.02729519355173256
1.048,0.029704158157703466
1.052,0.032094360980720944
1.056,0.03446429231745172
1.06,0.036812455268467825
1.064,0.039137366683720295
1.068,0.0414375580993284
1.072,0.043711576665093295
1.076,0.045957986062148806
1.08,0.04817536741017157
1.084,0.05036232016357606
1.088,0.05251746299612956
1.092,0.054639434673426926
1.096,0.05672689491267568
1.1,0.05877852522924736
1.104,0.06079302976946053
1.108,0.06276913612907006
1.112,0.06470559615694446
1.116,0.06660118674342522
1.12,0.06845471059286894
1.124,0.07026499697988493
1.1280000000000001,0.07203090248879072
1.1320000000000001,0.07375131173581743
1.1360000000000001,0.07542513807361045
1.1400000000000001,0.07705132427757894
1.1440000000000001,0.07862884321366193
1.1480000000000001,0.0801566984870877
1.1520000000000001,0.08163392507171846
1.156,0.08305958991958123
1.16,0.08443279255020147
1.164,0.0857526656193652
1.168,0.08701837546695251
1.172,0.08822912264349528
1.176,0.08938414241512634
1.18,0.09048270524660193
1.184,0.09152411726209174
1.188,0.09250772068344576
1.192,0.09343289424566119
1.196,0.09429905358928643
1.2,0.09510565162951536
1.204,0.09585217890173758
1.208,0.09653816388332738
1.212,0.0971631732914674
1.216,0.09772681235681935
1.22,0.09822872507286888
1.224,0.09866859442078679
1.228,1.0990461425696652
1.232,1.0993611310520008
1.236,1.0996133609143173
1.24,1.0998026728428272
1.244,1.099928947264059
1.248,1.0999921044203815
1.252,1.0999921044203815
1.256,1.099928947264059
1.26,1.0998026728428272
1.264,1.0996133609143173
1.268,1.0993611310520008
1.272,1.0990461425696652
1.276,0.0986685944207868
1.28,0.09822872507286887
1.284,0.09772681235681935
1.288,0.09716317329146744
1.292,0.09653816388332742
1.296,0.09585217890173763
1.3,0.09510565162951538
1.304,0.09429905358928647
1.308,0.0934328942456612
1.312,0.09250772068344579
1.316,0.09152411726209174
1.32,0.09048270524660192
1.324,0.08938414241512632
1.328,0.08822912264349536
1.332,0.08701837546695258
1.336,0.08575266561936523
1.34,0.08443279255020152
1.344,0.08305958991958126
1.348,0.08163392507171838
1.352,0.08015669848708763
1.356,0.07862884321366186
1.36,0.07705132427757887
1.364,0.07542513807361043
1.368,0.07375131173581742
1.372,0.0720309024887907
1.3760000000000001,0.0702649969798849
1.3800000000000001,0.06845471059286884
1.3840000000000001,0.06660118674342512
1.3880000000000001,0.06470559615694436
1.3920000000000001,0.06276913612906997
1.3960000000000001,0.06079302976946043
1.4000000000000001,0.05877852522924733
1.4040000000000001,0.05672689491267566
1.408,0.05463943467342704
1.412,0.05251746299612969
1.416,0.05036232016357618
1.42,0.048175367410171616
1.424,0.04595798606214886
1.428,0.04371157666509335
1.432,0.041437558099328455
1.436,0.03913736668372027
1.44,0.036812455268467804
1.444,0.03446429231745169
1.448,0.03209436098072108
1.452,0.02970415815770361
1.456,0.027295193551732617
1.46,0.024868988716485557
1.464,0.022427076094938173
1.468,0.019970998051440734
1.472,0.017502305897527614
1.476,0.015022558912075693
1.48,0.012533323356430391
1.484,0.010036171485121611
1.488,0.007532680552793373
1.492,0.005024431817977035
1.496,0.002513009544333806
1.5,3.6739403974420595e-17
1.504,-0.0025130095443337327
1.508,-0.0050244318179769615
1.512,-0.007532680552793301
1.516,-0.010036171485121538
1.52,-0.012533323356430318
1.524,-0.015022558912075622
1.528,-0.017502305897527545
1.532,-0.01997099805144066
1.536,-0.022427076094938103
1.54,-0.02486898871648548
1.544,-0.027295193551732544
1.548,-0.029704158157703532
1.552,-0.032094360980721014
1.556,-0.03446429231745162
1.56,-0.036812455268467735
1.564,-0.0391373666837202
1.568,-0.04143755809932839
1.572,-0.04371157666509328
1.576,-0.04595798606214879
1.58,-0.04817536741017156
1.584,-0.05036232016357613
1.588,-0.05251746299612963
1.592,-0.05463943467342698
1.596,-0.0567268949126756
1.6,-0.058778525229247286
1.604,-0.06079302976946052
1.608,-0.06276913612907005
1.612,-0.06470559615694445
1.616,-0.0666011867434252
1.62,-0.06845471059286892
1.624,-0.07026499697988499
1.6280000000000001,-0.07203090248879078
1.6320000000000001,-0.07375131173581738
1.6360000000000001,-0.07542513807361038
1.6400000000000001,-0.07705132427757894
1.6440000000000001,-0.07862884321366193
1.6480000000000001,-0.0801566984870877
1.6520000000000001,-0.08163392507171845
1.6560000000000001,-0.08305958991958132
1.6600000000000001,-0.08443279255020157
1.6640000000000001,-0.08575266561936529
1.668,-0.08701837546695254
1.672,-0.0882291226434953
1.676,-0.0893841424151263
1.68,-0.09048270524660189
1.684,-0.0915241172620917
1.688,-0.09250772068344576
1.692,-0.09343289424566117
1.696,-0.09429905358928643
1.7,-0.09510565162951536
1.704,-0.0958521789017376
1.708,-0.09653816388332742
1.712,-0.09716317329146741
1.716,-0.09772681235681933
1.72,-0.09822872507286885
1.724,-0.09866859442078679
1.728,-0.0990461425696651
1.732,-0.09936113105200084
1.736,-0.09961336091431724
1.74,-0.09980267284282716
1.744,-0.09992894726405895
1.748,-0.09999210442038163
1.752,-0.09999210442038164
1.756,-0.09992894726405895
1.76,-0.09980267284282718
1.764,-0.09961336091431726
1.768,-0.09936113105200084
1.772,-0.09904614256966511
1.776,-0.0986685944207868
1.78,-0.09822872507286887
1.784,-0.09772681235681935
1.788,-0.09716317329146744
1.792,-0.09653816388332742
1.796,-0.09585217890173763
1.8,-0.09510565162951538
1.804,-0.09429905358928647
1.808,-0.0934328942456612
1.812,-0.09250772068344579
1.816,-0.09152411726209174
1.82,-0.09048270524660192
1.824,-0.08938414241512632
1.828,-0.08822912264349536
1.832,-0.08701837546695258
1.836,-0.08575266561936523
1.84,-0.08443279255020152
1.844,-0.08305958991958126
1.848,-0.08163392507171839
1.852,-0.08015669848708763
1.856,-0.07862884321366186
1.86,-0.07705132427757888
1.864,-0.07542513807361044
1.868,-0.07375131173581743
1.872,-0.07203090248879071
1.8760000000000001,-0.07026499697988492
1.8800000000000001,-0.06845471059286885
1.8840000000000001,-0.06660118674342512
1.8880000000000001,-0.06470559615694436
1.8920000000000001,-0.06276913612906997
1.8960000000000001,-0.06079302976946044
1.9000000000000001,-0.05877852522924734
1.9040000000000001,-0.056726894912675664
1.9080000000000001,-0.054639434673426905
1.9120000000000001,-0.052517462996129555
1.9160000000000001,-0.05036232016357604
1.92,-0.04817536741017162
1.924,-0.045957986062148876
1.928,-0.043711576665093364
1.932,-0.04143755809932847
1.936,-0.03913736668372028
1.94,-0.03681245526846781
1.944,-0.034464292317451704
1.948,-0.0320943609807211
1.952,-0.029704158157703622
1.956,-0.027295193551732627
1.96,-0.024868988716485567
1.964,-0.022427076094938186
1.968,-0.019970998051440744
1.972,-0.017502305897527628
1.976,-0.015022558912075707
1.98,-0.012533323356430405
1.984,-0.010036171485121623
1.988,-0.007532680552793385
1.992,-0.005024431817977047
1.996,-0.002513009544333818
2.0,-4.898587196589413e-17
2.004,0.0025130095443337205
2.008,0.005024431817976949
2.012,0.007532680552793288
2.016,0.010036171485121526
2.02,0.012533323356430304
2.024,0.015022558912075608
2.028,0.01750230589752753
2.032,0.019970998051440647
2.036,0.02242707609493809
2.04,0.02486898871648547
2.044,0.027295193551732534
2.048,0.02970415815770352
2.052,0.032094360980721
2.056,0.03446429231745161
2.06,0.03681245526846772
2.064,0.039137366683720184
2.068,0.04143755809932838
2.072,0.043711576665093274
2.076,0.045957986062148785
2.08,0.048175367410171546
2.084,0.05036232016357611
2.088,0.05251746299612962
2.092,0.05463943467342698
2.096,0.05672689491267559
2.1,0.05877852522924727
2.104,0.06079302976946052
2.108,0.06276913612907004
2.112,0.06470559615694445
2.116,0.06660118674342519
2.12,0.06845471059286891
2.124,0.07026499697988499
2.128,0.07203090248879078
2.132,0.07375131173581737
2.136,0.07542513807361038
2.14,0.07705132427757894
2.144,0.07862884321366191
2.148,0.08015669848708769
2.152,0.08163392507171845
2.156,0.08305958991958132
2.16,0.08443279255020157
2.164,0.08575266561936529
2.168,0.08701837546695254
2.172,0.0882291226434953
2.176,0.08938414241512638
2.18,0.09048270524660196
2.184,0.09152411726209177
2.188,0.09250772068344583
2.192,0.09343289424566124
2.196,0.09429905358928649
2.2,0.09510565162951541
2.204,0.09585217890173765
2.208,0.09653816388332742
2.212,0.09716317329146741
2.216,0.09772681235681936
2.22,0.0982287250728689
2.224,0.09866859442078682
2.228,1.0990461425696652
2.232,1.0993611310520008
2.236,1.0996133609143173
2.24,1.0998026728428272
2.244,1.099928947264059
2.248,1.0999921044203815
2.2520000000000002,1.0999921044203815
2.2560000000000002,1.099928947264059
2.2600000000000002,1.0998026728428272
2.2640000000000002,1.0996133609143173
2.2680000000000002,1.0993611310520008
2.2720000000000002,1.0990461425696652
2.2760000000000002,0.09866859442078679
2.2800000000000002,0.09822872507286888
2.2840000000000003,0.09772681235681935
2.2880000000000003,0.0971631732914674
2.2920000000000003,0.09653816388332738
2.2960000000000003,0.09585217890173758
2.3000000000000003,0.09510565162951534
2.3040000000000003,0.09429905358928642
2.308,0.09343289424566129
2.312,0.09250772068344587
2.316,0.09152411726209181
2.32,0.090482705246602
2.324,0.08938414241512643
2.328,0.08822912264349536
2.332,0.0870183754669526
2.336,0.08575266561936534
2.34,0.08443279255020163
2.344,0.08305958991958137
2.348,0.0816339250717185
2.352,0.08015669848708776
2.356,0.07862884321366198
2.36,0.077051324277579
2.364,0.07542513807361045
2.368,0.07375131173581743
2.372,0.07203090248879085
2.376,0.07026499697988507
2.38,0.06845471059286899
2.384,0.06660118674342527
2.388,0.06470559615694453
2.392,0.06276913612907013
2.396,0.0607930297694606
2.4,0.05877852522924736
2.404,0.05672689491267568
2.408,0.05463943467342707
2.412,0.05251746299612972
2.416,0.05036232016357622
2.42,0.04817536741017164
2.424,0.04595798606214888
2.428,0.04371157666509337
2.432,0.041437558099328475
2.436,0.03913736668372029
2.44,0.03681245526846782
2.444,0.03446429231745171
2.448,0.032094360980721104
2.452,0.029704158157703626
2.456,0.02729519355173264
2.46,0.024868988716485574
2.464,0.022427076094938197
2.468,0.019970998051440758
2.472,0.01750230589752764
2.476,0.015022558912075719
2.48,0.012533323356430415
2.484,0.010036171485121634
2.488,0.007532680552793398
2.492,0.0050244318179770596
2.496,0.0025130095443338303
2.5,6.123233995736766e-17
2.504,-0.0025130095443337084
2.508,-0.005024431817976937
2.512,-0.0075326805527932755
2.516,-0.010036171485121514
2.52,-0.012533323356430294
2.524,-0.015022558912075596
2.528,-0.017502305897527517
2.532,-0.019970998051440637
2.536,-0.022427076094938075
2.54,-0.02486898871648546
2.544,-0.027295193551732523
2.548,-0.029704158157703345
2.552,-0.032094360980720986
2.556,-0.0344642923174516
2.56,-0.036812455268467874
2.564,-0.03913736668372018
2.568,-0.04143755809932853
2.572,-0.04371157666509326
2.576,-0.04595798606214862
2.58,-0.04817536741017153
2.584,-0.05036232016357595
2.588,-0.05251746299612961
2.592,-0.054639434673426815
2.596,-0.05672689491267571
2.6,-0.05877852522924725
2.604,-0.06079302976946064
2.608,-0.06276913612907002
2.612,-0.0647055961569443
2.616,-0.06660118674342518
2.62,-0.06845471059286877
2.624,-0.07026499697988496
2.628,-0.07203090248879063
2.632,-0.07375131173581748
2.636,-0.07542513807361036
2.64,-0.07705132427757903
2.644,-0.0786288432136619
2.648,-0.08015669848708779
2.652,-0.08163392507171842
2.656,-0.0830595899195812
2.66,-0.08443279255020156
2.664,-0.08575266561936518
2.668,-0.08701837546695262
2.672,-0.0882291226434953
2.676,-0.08938414241512643
2.68,-0.09048270524660196
2.684,-0.09152411726209182
2.688,-0.09250772068344582
2.692,-0.09343289424566116
2.696,-0.09429905358928647
2.7,-0.09510565162951534
2.704,-0.09585217890173764
2.708,-0.09653816388332741
2.712,-0.09716317329146745
2.716,-0.09772681235681936
2.72,-0.09822872507286892
2.724,-0.09866859442078682
2.728,-0.0990461425696651
2.732,-0.09936113105200084
2.736,-0.09961336091431724
2.74,-0.09980267284282718
2.744,-0.09992894726405895
2.748,-0.09999210442038163
2.7520000000000002,-0.09999210442038163
2.7560000000000002,-0.09992894726405893
2.7600000000000002,-0.09980267284282718
2.7640000000000002,-0.09961336091431726
2.7680000000000002,-0.09936113105200083
2.7720000000000002,-0.09904614256966512
2.7760000000000002,-0.09866859442078679
2.7800000000000002,-0.09822872507286888
2.7840000000000003,-0.09772681235681932
2.7880000000000003,-0.0971631732914674
2.7920000000000003,-0.09653816388332735
2.7960000000000003,-0.09585217890173758
2.8000000000000003,-0.0951056516295154
2.8040000000000003,-0.09429905358928642
2.8080000000000003,-0.0934328942456612
2.8120000000000003,-0.09250772068344573
2.816,-0.09152411726209188
2.82,-0.090482705246602
2.824,-0.08938414241512649
2.828,-0.08822912264349536
2.832,-0.08701837546695268
2.836,-0.08575266561936525
2.84,-0.08443279255020163
2.844,-0.08305958991958129
2.848,-0.08163392507171852
2.852,-0.08015669848708787
2.856,-0.07862884321366198
2.86,-0.07705132427757912
2.864,-0.07542513807361045
2.868,-0.07375131173581757
2.872,-0.07203090248879072
2.876,-0.07026499697988507
2.88,-0.06845471059286888
2.884,-0.06660118674342529
2.888,-0.0647055961569444
2.892,-0.06276913612907013
2.896,-0.06079302976946075
2.9,-0.05877852522924737
2.904,-0.05672689491267583
2.908,-0.054639434673426926
2.912,-0.05251746299612973
2.916,-0.05036232016357607
2.92,-0.04817536741017166
2.924,-0.04595798606214874
2.928,-0.04371157666509338
2.932,-0.04143755809932865
2.936,-0.0391373666837203
2.94,-0.036812455268468
2.944,-0.034464292317451725
2.948,-0.03209436098072112
2.952,-0.02970415815770347
2.956,-0.02729519355173265
2.96,-0.024868988716485414
2.964,-0.022427076094938207
2.968,-0.019970998051440942
2.972,-0.01750230589752765
2.976,-0.015022558912075904
2.98,-0.012533323356430426
2.984,-0.010036171485121648
2.988,-0.007532680552793232
2.992,-0.005024431817977072
2.996,-0.002513009544333665
3.0,-7.347880794884119e-17
3.004,0.002513009544333518
3.008,0.005024431817976925
3.012,0.0075326805527930855
3.016,0.010036171485121502
3.02,0.012533323356430282
3.024,0.015022558912075762
3.028,0.017502305897527506
3.032,0.0199709980514408
3.036,0.022427076094938065
3.04,0.024868988716485275
3.044,0.027295193551732513
3.048,0.02970415815770333
3.052,0.03209436098072098
3.056,0.03446429231745159
3.06,0.03681245526846787
3.064,0.03913736668372017
3.068,0.04143755809932852
3.072,0.04371157666509325
3.076,0.045957986062148605
3.08,0.04817536741017152
3.084,0.05036232016357594
3.088,0.052517462996129596
3.092,0.0546394346734268
3.096,0.05672689491267571
3.1,0.05877852522924724
3.104,0.06079302976946063
3.108,0.06276913612907002
3.112,0.06470559615694428
3.116,0.06660118674342518
3.12,0.06845471059286877
3.124,0.07026499697988496
3.128,0.07203090248879061
3.132,0.07375131173581746
3.136,0.07542513807361034
3.14,0.07705132427757903
3.144,0.0786288432136619
3.148,0.08015669848708779
3.152,0.08163392507171842
3.156,0.08305958991958119
3.16,0.08443279255020156
3.164,0.08575266561936518
3.168,0.08701837546695262
3.172,0.0882291226434953
3.176,0.08938414241512643
3.18,0.09048270524660196
3.184,0.09152411726209182
3.188,0.09250772068344582
3.192,0.09343289424566116
3.196,0.09429905358928647
3.2,0.09510565162951534
3.204,0.09585217890173764
3.208,0.09653816388332741
3.212,0.09716317329146745
3.216,0.09772681235681936
3.22,0.09822872507286892
3.224,0.09866859442078682
3.228,1.0990461425696652
3.232,1.0993611310520008
3.236,1.0996133609143173
3.24,1.0998026728428272
3.244,1.099928947264059
3.248,1.0999921044203815
3.2520000000000002,1.0999921044203815
3.2560000000000002,1.099928947264059
3.2600000000000002,1.0998026728428272
3.2640000000000002,1.0996133609143173
3.2680000000000002,1.0993611310520008
3.2720000000000002,1.0990461425696652
3.2760000000000002,0.09866859442078679
3.2800000000000002,0.09822872507286888
3.2840000000000003,0.09772681235681933
3.2880000000000003,0.0971631732914674
3.2920000000000003,0.09653816388332735
3.2960000000000003,0.09585217890173758
3.3000000000000003,0.0951056516295154
3.3040000000000003,0.09429905358928642
3.3080000000000003,0.09343289424566122
3.3120000000000003,0.09250772068344575
3.3160000000000003,0.09152411726209175
3.3200000000000003,0.09048270524660186
3.3240000000000003,0.08938414241512635
3.3280000000000003,0.08822912264349521
3.332,0.0870183754669527
3.336,0.08575266561936526
3.34,0.08443279255020164
3.344,0.08305958991958129
3.348,0.08163392507171852
3.352,0.08015669848708788
3.356,0.078628843213662
3.36,0.07705132427757913
3.364,0.07542513807361045
3.368,0.07375131173581757
3.372,0.07203090248879074
3.376,0.07026499697988507
3.38,0.06845471059286888
3.384,0.06660118674342529
3.388,0.06470559615694442
3.392,0.06276913612907015
3.396,0.060793029769460764
3.4,0.05877852522924737
3.404,0.056726894912675845
3.408,0.05463943467342694
3.412,0.05251746299612974
3.416,0.050362320163576085
3.42,0.048175367410171664
3.424,0.045957986062148744
3.428,0.04371157666509339
3.432,0.04143755809932866
3.436,0.03913736668372031
3.44,0.03681245526846801
3.444,0.03446429231745173
3.448,0.032094360980721125
3.452,0.029704158157703484
3.456,0.027295193551732662
3.46,0.024868988716485425
3.464,0.02242707609493822
3.468,0.019970998051440956
3.472,0.017502305897527663
3.476,0.015022558912075918
3.48,0.01253332335643044
3.484,0.01003617148512166
3.488,0.007532680552793245
3.492,0.005024431817977085
3.496,0.002513009544333677
3.5,8.572527594031473e-17
3.504,-0.002513009544333506
3.508,-0.005024431817976912
3.512,-0.0075326805527930725
3.516,-0.010036171485121488
3.52,-0.012533323356430268
3.524,-0.015022558912075748
3.528,-0.017502305897527493
3.532,-0.019970998051440786
3.536,-0.02242707609493805
3.54,-0.024868988716485265
3.544,-0.027295193551732502
3.548,-0.02970415815770332
3.552,-0.032094360980720965
3.556,-0.03446429231745158
3.56,-0.03681245526846785
3.564,-0.03913736668372016
3.568,-0.0414375580993285
3.572,-0.04371157666509324
3.576,-0.0459579860621486
3.58,-0.048175367410171505
3.584,-0.050362320163575926
3.588,-0.05251746299612958
3.592,-0.054639434673426794
3.596,-0.0567268949126757
3.6,-0.05877852522924724
3.604,-0.06079302976946062
3.608,-0.06276913612907001
3.612,-0.06470559615694427
3.616,-0.06660118674342516
3.62,-0.06845471059286876
3.624,-0.07026499697988496
3.628,-0.07203090248879061
3.632,-0.07375131173581745
3.636,-0.07542513807361034
3.64,-0.07705132427757902
3.644,-0.07862884321366188
3.648,-0.08015669848708777
3.652,-0.0816339250717184
3.656,-0.08305958991958119
3.66,-0.08443279255020154
3.664,-0.08575266561936518
3.668,-0.08701837546695261
3.672,-0.08822912264349529
3.676,-0.08938414241512643
3.68,-0.09048270524660193
3.684,-0.09152411726209182
3.688,-0.09250772068344582
3.692,-0.09343289424566116
3.696,-0.09429905358928647
3.7,-0.09510565162951534
3.704,-0.09585217890173764
3.708,-0.0965381638833274
3.712,-0.09716317329146745
3.716,-0.09772681235681935
3.72,-0.09822872507286891
3.724,-0.09866859442078682
3.728,-0.0990461425696651
3.732,-0.09936113105200084
3.736,-0.09961336091431724
3.74,-0.09980267284282718
3.744,-0.09992894726405895
3.748,-0.09999210442038164
3.7520000000000002,-0.09999210442038164
3.7560000000000002,-0.09992894726405893
3.7600000000000002,-0.09980267284282716
3.7640000000000002,-0.09961336091431726
3.7680000000000002,-0.09936113105200083
3.7720000000000002,-0.09904614256966511
3.7760000000000002,-0.09866859442078679
3.7800000000000002,-0.09822872507286888
3.7840000000000003,-0.09772681235681933
3.7880000000000003,-0.0971631732914674
3.7920000000000003,-0.09653816388332735
3.7960000000000003,-0.09585217890173758
3.8000000000000003,-0.0951056516295154
3.8040000000000003,-0.09429905358928642
3.8080000000000003,-0.09343289424566122
3.8120000000000003,-0.09250772068344575
3.8160000000000003,-0.09152411726209175
3.8200000000000003,-0.09048270524660186
3.8240000000000003,-0.08938414241512635
3.8280000000000003,-0.08822912264349521
3.8320000000000003,-0.08701837546695251
3.8360000000000003,-0.08575266561936526
3.84,-0.08443279255020164
3.844,-0.08305958991958129
3.848,-0.08163392507171852
3.852,-0.08015669848708788
3.856,-0.078628843213662
3.86,-0.07705132427757914
3.864,-0.07542513807361047
3.868,-0.07375131173581759
3.872,-0.07203090248879075
3.876,-0.07026499697988509
3.88,-0.06845471059286888
3.884,-0.0666011867434253
3.888,-0.06470559615694442
3.892,-0.06276913612907015
3.896,-0.06079302976946077
3.9,-0.05877852522924738
3.904,-0.05672689491267585
3.908,-0.05463943467342695
3.912,-0.05251746299612974
3.916,-0.05036232016357609
3.92,-0.04817536741017167
3.924,-0.045957986062148765
3.928,-0.043711576665093406
